"","Municipio","Mesa","Cargo","Lista","Votos","VE","Year","Circuito"
"1471","EL BORDO",3422,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"1472","EL BORDO",3422,"DIPUTADO","FRENTE GRANDE",15,"0",2007,"10A"
"1497","EL BORDO",3422,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"1498","EL BORDO",3422,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"1499","EL BORDO",3422,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",147,"0",2007,"10A"
"1500","EL BORDO",3422,"GOBERNADOR","PARTIDO DEL OBRERO",2,"0",2007,"10A"
"1501","EL BORDO",3422,"DIPUTADO","PARTIDO DEL OBRERO",2,"0",2007,"10A"
"1504","EL BORDO",3422,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"10A"
"1507","EL BORDO",3422,"GOBERNADOR","PROPUESTA SALTENA",1,"0",2007,"10A"
"1508","EL BORDO",3422,"DIPUTADO","PROPUESTA SALTENA",0,"0",2007,"10A"
"1516","EL BORDO",3422,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",136,"0",2007,"10A"
"1517","EL BORDO",3422,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",45,"0",2007,"10A"
"1520","EL BORDO",3422,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"1521","EL BORDO",3422,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"1522","EL BORDO",3422,"GOBERNADOR","CONCERTACION SALTENA",8,"0",2007,"10A"
"1523","EL BORDO",3422,"DIPUTADO","CONCERTACION SALTENA",21,"0",2007,"10A"
"1535","EL BORDO",3422,"GOBERNADOR","VOTOS EN BLANCO",18,"0",2007,"10A"
"1536","EL BORDO",3422,"DIPUTADO","VOTOS EN BLANCO",27,"0",2007,"10A"
"1570","EL BORDO",1381,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"10A"
"1577","EL BORDO",1381,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"1578","EL BORDO",1381,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"1579","EL BORDO",1381,"DIPUTADO","FRENTE GRANDE",16,"0",2007,"10A"
"1604","EL BORDO",1381,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"1605","EL BORDO",1381,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"1606","EL BORDO",1381,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",134,"0",2007,"10A"
"1607","EL BORDO",1381,"GOBERNADOR","PARTIDO DEL OBRERO",8,"0",2007,"10A"
"1608","EL BORDO",1381,"DIPUTADO","PARTIDO DEL OBRERO",6,"0",2007,"10A"
"1611","EL BORDO",1381,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"10A"
"1614","EL BORDO",1381,"GOBERNADOR","PROPUESTA SALTENA",3,"0",2007,"10A"
"1615","EL BORDO",1381,"DIPUTADO","PROPUESTA SALTENA",1,"0",2007,"10A"
"1623","EL BORDO",1381,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",123,"0",2007,"10A"
"1624","EL BORDO",1381,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",49,"0",2007,"10A"
"1627","EL BORDO",1381,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"1628","EL BORDO",1381,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"1629","EL BORDO",1381,"GOBERNADOR","CONCERTACION SALTENA",10,"0",2007,"10A"
"1630","EL BORDO",1381,"DIPUTADO","CONCERTACION SALTENA",15,"0",2007,"10A"
"1642","EL BORDO",1381,"GOBERNADOR","VOTOS EN BLANCO",22,"0",2007,"10A"
"1643","EL BORDO",1381,"DIPUTADO","VOTOS EN BLANCO",34,"0",2007,"10A"
"1676","EL BORDO",3423,"GOBERNADOR","PJ - FRE.JU.VI.",135,"0",2007,"10A"
"1677","EL BORDO",3423,"DIPUTADO","PJ - FRE.JU.VI.",56,"0",2007,"10A"
"1685","EL BORDO",3423,"GOBERNADOR","PARTIDO HUMANISTA",2,"0",2007,"10A"
"1692","EL BORDO",3423,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"1693","EL BORDO",3423,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"1694","EL BORDO",3423,"DIPUTADO","FRENTE GRANDE",23,"0",2007,"10A"
"1719","EL BORDO",3423,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"1720","EL BORDO",3423,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"1721","EL BORDO",3423,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",136,"0",2007,"10A"
"1722","EL BORDO",3423,"GOBERNADOR","PARTIDO DEL OBRERO",3,"0",2007,"10A"
"1723","EL BORDO",3423,"DIPUTADO","PARTIDO DEL OBRERO",1,"0",2007,"10A"
"1726","EL BORDO",3423,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"10A"
"1729","EL BORDO",3423,"GOBERNADOR","PROPUESTA SALTENA",2,"0",2007,"10A"
"1730","EL BORDO",3423,"DIPUTADO","PROPUESTA SALTENA",0,"0",2007,"10A"
"1738","EL BORDO",3423,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",138,"0",2007,"10A"
"1739","EL BORDO",3423,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",45,"0",2007,"10A"
"1742","EL BORDO",3423,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"1743","EL BORDO",3423,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"1744","EL BORDO",3423,"GOBERNADOR","CONCERTACION SALTENA",6,"0",2007,"10A"
"1745","EL BORDO",3423,"DIPUTADO","CONCERTACION SALTENA",12,"0",2007,"10A"
"1757","EL BORDO",3423,"GOBERNADOR","VOTOS EN BLANCO",18,"0",2007,"10A"
"1758","EL BORDO",3423,"DIPUTADO","VOTOS EN BLANCO",32,"0",2007,"10A"
"1816","SALTA",1049,"GOBERNADOR","PJ - FRE.JU.VI.",117,"1",2007,"2A"
"1817","SALTA",1049,"DIPUTADO","PJ - FRE.JU.VI.",74,"1",2007,"2A"
"1822","SALTA",1049,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",4,"1",2007,"2A"
"1828","SALTA",1049,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",13,"1",2007,"2A"
"1830","SALTA",1049,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"2A"
"1831","SALTA",1049,"DIPUTADO","PARTIDO HUMANISTA",1,"1",2007,"2A"
"1840","SALTA",1049,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"2A"
"1841","SALTA",1049,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"2A"
"1844","SALTA",1049,"DIPUTADO","FRENTE GRANDE",12,"1",2007,"2A"
"1859","SALTA",1049,"DIPUTADO","CORRIENTE PATRIA LIBRE",31,"1",2007,"2A"
"1868","SALTA",1049,"DIPUTADO","UNION VICTORIA POPULAR",1,"1",2007,"2A"
"1872","SALTA",1049,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"2A"
"1873","SALTA",1049,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"2A"
"1877","SALTA",1049,"GOBERNADOR","PARTIDO DEL OBRERO",9,"1",2007,"2A"
"1878","SALTA",1049,"DIPUTADO","PARTIDO DEL OBRERO",16,"1",2007,"2A"
"1881","SALTA",1049,"DIPUTADO","VECINOS UNIDOS",3,"1",2007,"2A"
"1883","SALTA",1049,"GOBERNADOR","PARTIDO NUEVA GENERACION",3,"1",2007,"2A"
"1884","SALTA",1049,"DIPUTADO","PARTIDO NUEVA GENERACION",3,"1",2007,"2A"
"1889","SALTA",1049,"GOBERNADOR","PROPUESTA SALTENA",9,"1",2007,"2A"
"1890","SALTA",1049,"DIPUTADO","PROPUESTA SALTENA",15,"1",2007,"2A"
"1898","SALTA",1049,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",123,"1",2007,"2A"
"1899","SALTA",1049,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",53,"1",2007,"2A"
"1902","SALTA",1049,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"2A"
"1903","SALTA",1049,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"2A"
"1906","SALTA",1049,"GOBERNADOR","CONCERTACION SALTENA",8,"1",2007,"2A"
"1907","SALTA",1049,"DIPUTADO","CONCERTACION SALTENA",10,"1",2007,"2A"
"1919","SALTA",1049,"GOBERNADOR","VOTOS EN BLANCO",12,"1",2007,"2A"
"1920","SALTA",1049,"DIPUTADO","VOTOS EN BLANCO",45,"1",2007,"2A"
"1953","SALTA",1050,"GOBERNADOR","PJ - FRE.JU.VI.",119,"1",2007,"2A"
"1954","SALTA",1050,"DIPUTADO","PJ - FRE.JU.VI.",84,"1",2007,"2A"
"1959","SALTA",1050,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",5,"1",2007,"2A"
"1965","SALTA",1050,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",16,"1",2007,"2A"
"1967","SALTA",1050,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"2A"
"1968","SALTA",1050,"DIPUTADO","PARTIDO HUMANISTA",1,"1",2007,"2A"
"1977","SALTA",1050,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",3,"1",2007,"2A"
"1978","SALTA",1050,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",3,"1",2007,"2A"
"1981","SALTA",1050,"DIPUTADO","FRENTE GRANDE",28,"1",2007,"2A"
"1996","SALTA",1050,"DIPUTADO","CORRIENTE PATRIA LIBRE",22,"1",2007,"2A"
"2005","SALTA",1050,"DIPUTADO","UNION VICTORIA POPULAR",4,"1",2007,"2A"
"2009","SALTA",1050,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"2A"
"2010","SALTA",1050,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"2A"
"2014","SALTA",1050,"GOBERNADOR","PARTIDO DEL OBRERO",12,"1",2007,"2A"
"2015","SALTA",1050,"DIPUTADO","PARTIDO DEL OBRERO",16,"1",2007,"2A"
"2018","SALTA",1050,"DIPUTADO","VECINOS UNIDOS",12,"1",2007,"2A"
"2020","SALTA",1050,"GOBERNADOR","PARTIDO NUEVA GENERACION",4,"1",2007,"2A"
"2021","SALTA",1050,"DIPUTADO","PARTIDO NUEVA GENERACION",4,"1",2007,"2A"
"2026","SALTA",1050,"GOBERNADOR","PROPUESTA SALTENA",13,"1",2007,"2A"
"2027","SALTA",1050,"DIPUTADO","PROPUESTA SALTENA",22,"1",2007,"2A"
"2035","SALTA",1050,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",127,"1",2007,"2A"
"2036","SALTA",1050,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",34,"1",2007,"2A"
"2039","SALTA",1050,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"1",2007,"2A"
"2040","SALTA",1050,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",1,"1",2007,"2A"
"2043","SALTA",1050,"GOBERNADOR","CONCERTACION SALTENA",6,"1",2007,"2A"
"2044","SALTA",1050,"DIPUTADO","CONCERTACION SALTENA",11,"1",2007,"2A"
"2056","SALTA",1050,"GOBERNADOR","VOTOS EN BLANCO",7,"1",2007,"2A"
"2057","SALTA",1050,"DIPUTADO","VOTOS EN BLANCO",29,"1",2007,"2A"
"2092","EL BORDO",3424,"GOBERNADOR","PJ - FRE.JU.VI.",139,"0",2007,"10A"
"2093","EL BORDO",3424,"DIPUTADO","PJ - FRE.JU.VI.",53,"0",2007,"10A"
"2101","EL BORDO",3424,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"10A"
"2108","EL BORDO",3424,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"2109","EL BORDO",3424,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"10A"
"2110","EL BORDO",3424,"DIPUTADO","FRENTE GRANDE",24,"0",2007,"10A"
"2135","EL BORDO",3424,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"2136","EL BORDO",3424,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"10A"
"2137","EL BORDO",3424,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",146,"0",2007,"10A"
"2138","EL BORDO",3424,"GOBERNADOR","PARTIDO DEL OBRERO",2,"0",2007,"10A"
"2139","EL BORDO",3424,"DIPUTADO","PARTIDO DEL OBRERO",3,"0",2007,"10A"
"2142","EL BORDO",3424,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"10A"
"2145","EL BORDO",3424,"GOBERNADOR","PROPUESTA SALTENA",1,"0",2007,"10A"
"2146","EL BORDO",3424,"DIPUTADO","PROPUESTA SALTENA",0,"0",2007,"10A"
"2154","EL BORDO",3424,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",135,"0",2007,"10A"
"2155","EL BORDO",3424,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",42,"0",2007,"10A"
"2158","EL BORDO",3424,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"2159","EL BORDO",3424,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"10A"
"2160","EL BORDO",3424,"GOBERNADOR","CONCERTACION SALTENA",6,"0",2007,"10A"
"2161","EL BORDO",3424,"DIPUTADO","CONCERTACION SALTENA",10,"0",2007,"10A"
"2173","EL BORDO",3424,"GOBERNADOR","VOTOS EN BLANCO",22,"0",2007,"10A"
"2174","EL BORDO",3424,"DIPUTADO","VOTOS EN BLANCO",29,"0",2007,"10A"
"2207","SAN JOSE DE METAN",1418,"GOBERNADOR","PJ - FRE.JU.VI.",73,"1",2007,"15A"
"2208","SAN JOSE DE METAN",1418,"SENADOR","PJ - FRE.JU.VI.",76,"1",2007,"15A"
"2216","SAN JOSE DE METAN",1418,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"15A"
"2223","SAN JOSE DE METAN",1418,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"15A"
"2250","SAN JOSE DE METAN",1418,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"15A"
"2251","SAN JOSE DE METAN",1418,"GOBERNADOR","PARTIDO DEL OBRERO",1,"1",2007,"15A"
"2254","SAN JOSE DE METAN",1418,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"1",2007,"15A"
"2257","SAN JOSE DE METAN",1418,"GOBERNADOR","PROPUESTA SALTENA",1,"1",2007,"15A"
"2262","SAN JOSE DE METAN",1418,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",160,"1",2007,"15A"
"2263","SAN JOSE DE METAN",1418,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",132,"1",2007,"15A"
"2266","SAN JOSE DE METAN",1418,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",4,"1",2007,"15A"
"2267","SAN JOSE DE METAN",1418,"SENADOR","ENCUENTRO POPULAR AMPLIO",5,"1",2007,"15A"
"2270","SAN JOSE DE METAN",1418,"GOBERNADOR","CONCERTACION SALTENA",13,"1",2007,"15A"
"2271","SAN JOSE DE METAN",1418,"SENADOR","CONCERTACION SALTENA",13,"1",2007,"15A"
"2282","VAQUEROS",3415,"GOBERNADOR","PJ - FRE.JU.VI.",156,"0",2007,"9A"
"2283","VAQUEROS",3415,"DIPUTADO","PJ - FRE.JU.VI.",154,"0",2007,"9A"
"2291","VAQUEROS",3415,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"9A"
"2298","VAQUEROS",3415,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",2,"0",2007,"9A"
"2299","VAQUEROS",3415,"DIPUTADO","FRENTE GRANDE",53,"0",2007,"9A"
"2326","VAQUEROS",3415,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"9A"
"2327","VAQUEROS",3415,"GOBERNADOR","PARTIDO DEL OBRERO",11,"0",2007,"9A"
"2328","VAQUEROS",3415,"DIPUTADO","PARTIDO DEL OBRERO",11,"0",2007,"9A"
"2331","VAQUEROS",3415,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"9A"
"2334","VAQUEROS",3415,"GOBERNADOR","PROPUESTA SALTENA",10,"0",2007,"9A"
"2339","VAQUEROS",3415,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",127,"0",2007,"9A"
"2340","VAQUEROS",3415,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",60,"0",2007,"9A"
"2343","VAQUEROS",3415,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"9A"
"2344","VAQUEROS",3415,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",4,"0",2007,"9A"
"2347","VAQUEROS",3415,"GOBERNADOR","CONCERTACION SALTENA",3,"0",2007,"9A"
"2358","VAQUEROS",3415,"GOBERNADOR","VOTOS EN BLANCO",12,"0",2007,"9A"
"2359","VAQUEROS",3415,"DIPUTADO","VOTOS EN BLANCO",41,"0",2007,"9A"
"2392","VAQUEROS",3416,"GOBERNADOR","PJ - FRE.JU.VI.",124,"0",2007,"9A"
"2393","VAQUEROS",3416,"DIPUTADO","PJ - FRE.JU.VI.",122,"0",2007,"9A"
"2401","VAQUEROS",3416,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"9A"
"2408","VAQUEROS",3416,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"9A"
"2409","VAQUEROS",3416,"DIPUTADO","FRENTE GRANDE",52,"0",2007,"9A"
"2436","VAQUEROS",3416,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"9A"
"2437","VAQUEROS",3416,"GOBERNADOR","PARTIDO DEL OBRERO",11,"0",2007,"9A"
"2438","VAQUEROS",3416,"DIPUTADO","PARTIDO DEL OBRERO",10,"0",2007,"9A"
"2441","VAQUEROS",3416,"GOBERNADOR","PARTIDO NUEVA GENERACION",4,"0",2007,"9A"
"2444","VAQUEROS",3416,"GOBERNADOR","PROPUESTA SALTENA",6,"0",2007,"9A"
"2449","VAQUEROS",3416,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",158,"0",2007,"9A"
"2450","VAQUEROS",3416,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",84,"0",2007,"9A"
"2453","VAQUEROS",3416,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",4,"0",2007,"9A"
"2454","VAQUEROS",3416,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",9,"0",2007,"9A"
"2457","VAQUEROS",3416,"GOBERNADOR","CONCERTACION SALTENA",3,"0",2007,"9A"
"2468","VAQUEROS",3416,"GOBERNADOR","VOTOS EN BLANCO",12,"0",2007,"9A"
"2469","VAQUEROS",3416,"DIPUTADO","VOTOS EN BLANCO",44,"0",2007,"9A"
"2500","SAN JOSE DE METAN",1418,"GOBERNADOR","VOTOS EN BLANCO",21,"1",2007,"15A"
"2501","SAN JOSE DE METAN",1418,"SENADOR","VOTOS EN BLANCO",48,"1",2007,"15A"
"2534","SALTA",1052,"GOBERNADOR","PJ - FRE.JU.VI.",129,"1",2007,"2A"
"2535","SALTA",1052,"DIPUTADO","PJ - FRE.JU.VI.",87,"1",2007,"2A"
"2540","SALTA",1052,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",2,"1",2007,"2A"
"2546","SALTA",1052,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",17,"1",2007,"2A"
"2548","SALTA",1052,"GOBERNADOR","PARTIDO HUMANISTA",2,"1",2007,"2A"
"2549","SALTA",1052,"DIPUTADO","PARTIDO HUMANISTA",2,"1",2007,"2A"
"2558","SALTA",1052,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"2A"
"2559","SALTA",1052,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"2A"
"2562","SALTA",1052,"DIPUTADO","FRENTE GRANDE",11,"1",2007,"2A"
"2577","SALTA",1052,"DIPUTADO","CORRIENTE PATRIA LIBRE",20,"1",2007,"2A"
"2586","SALTA",1052,"DIPUTADO","UNION VICTORIA POPULAR",6,"1",2007,"2A"
"2590","SALTA",1052,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"2A"
"2591","SALTA",1052,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",3,"1",2007,"2A"
"2595","SALTA",1052,"GOBERNADOR","PARTIDO DEL OBRERO",18,"1",2007,"2A"
"2596","SALTA",1052,"DIPUTADO","PARTIDO DEL OBRERO",25,"1",2007,"2A"
"2599","SALTA",1052,"DIPUTADO","VECINOS UNIDOS",31,"1",2007,"2A"
"2601","SALTA",1052,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"1",2007,"2A"
"2602","SALTA",1052,"DIPUTADO","PARTIDO NUEVA GENERACION",2,"1",2007,"2A"
"2607","SALTA",1052,"GOBERNADOR","PROPUESTA SALTENA",13,"1",2007,"2A"
"2608","SALTA",1052,"DIPUTADO","PROPUESTA SALTENA",17,"1",2007,"2A"
"2616","SALTA",1052,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",109,"1",2007,"2A"
"2617","SALTA",1052,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",28,"1",2007,"2A"
"2620","SALTA",1052,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"2A"
"2621","SALTA",1052,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",1,"1",2007,"2A"
"2624","SALTA",1052,"GOBERNADOR","CONCERTACION SALTENA",6,"1",2007,"2A"
"2625","SALTA",1052,"DIPUTADO","CONCERTACION SALTENA",8,"1",2007,"2A"
"2637","SALTA",1052,"GOBERNADOR","VOTOS EN BLANCO",3,"1",2007,"2A"
"2638","SALTA",1052,"DIPUTADO","VOTOS EN BLANCO",23,"1",2007,"2A"
"2670","SALTA",1053,"GOBERNADOR","PJ - FRE.JU.VI.",107,"1",2007,"2A"
"2671","SALTA",1053,"DIPUTADO","PJ - FRE.JU.VI.",62,"1",2007,"2A"
"2674","SAN JOSE DE METAN",1419,"GOBERNADOR","PJ - FRE.JU.VI.",73,"1",2007,"15A"
"2675","SAN JOSE DE METAN",1419,"SENADOR","PJ - FRE.JU.VI.",85,"1",2007,"15A"
"2683","SAN JOSE DE METAN",1419,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"15A"
"2690","SAN JOSE DE METAN",1419,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"15A"
"2717","SAN JOSE DE METAN",1419,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"15A"
"2718","SAN JOSE DE METAN",1419,"GOBERNADOR","PARTIDO DEL OBRERO",1,"1",2007,"15A"
"2721","SAN JOSE DE METAN",1419,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"1",2007,"15A"
"2724","SAN JOSE DE METAN",1419,"GOBERNADOR","PROPUESTA SALTENA",1,"1",2007,"15A"
"2729","SAN JOSE DE METAN",1419,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",168,"1",2007,"15A"
"2730","SAN JOSE DE METAN",1419,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",121,"1",2007,"15A"
"2733","SAN JOSE DE METAN",1419,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"15A"
"2734","SAN JOSE DE METAN",1419,"SENADOR","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"15A"
"2737","SAN JOSE DE METAN",1419,"GOBERNADOR","CONCERTACION SALTENA",5,"1",2007,"15A"
"2738","SAN JOSE DE METAN",1419,"SENADOR","CONCERTACION SALTENA",8,"1",2007,"15A"
"2750","SAN JOSE DE METAN",1419,"GOBERNADOR","VOTOS EN BLANCO",18,"1",2007,"15A"
"2751","SAN JOSE DE METAN",1419,"SENADOR","VOTOS EN BLANCO",58,"1",2007,"15A"
"2811","SALTA",1003,"GOBERNADOR","PJ - FRE.JU.VI.",112,"1",2007,"1A"
"2812","SALTA",1003,"DIPUTADO","PJ - FRE.JU.VI.",68,"1",2007,"1A"
"2817","SALTA",1003,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",4,"1",2007,"1A"
"2823","SALTA",1003,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",8,"1",2007,"1A"
"2825","SALTA",1003,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"1A"
"2826","SALTA",1003,"DIPUTADO","PARTIDO HUMANISTA",2,"1",2007,"1A"
"2835","SALTA",1003,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",2,"1",2007,"1A"
"2836","SALTA",1003,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",6,"1",2007,"1A"
"2839","SALTA",1003,"DIPUTADO","FRENTE GRANDE",29,"1",2007,"1A"
"2854","SALTA",1003,"DIPUTADO","CORRIENTE PATRIA LIBRE",10,"1",2007,"1A"
"2863","SALTA",1003,"DIPUTADO","UNION VICTORIA POPULAR",14,"1",2007,"1A"
"2867","SALTA",1003,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",2,"1",2007,"1A"
"2868","SALTA",1003,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1A"
"2872","SALTA",1003,"GOBERNADOR","PARTIDO DEL OBRERO",9,"1",2007,"1A"
"2873","SALTA",1003,"DIPUTADO","PARTIDO DEL OBRERO",17,"1",2007,"1A"
"2876","SALTA",1003,"DIPUTADO","VECINOS UNIDOS",5,"1",2007,"1A"
"2878","SALTA",1003,"GOBERNADOR","PARTIDO NUEVA GENERACION",13,"1",2007,"1A"
"2879","SALTA",1003,"DIPUTADO","PARTIDO NUEVA GENERACION",12,"1",2007,"1A"
"2884","SALTA",1003,"GOBERNADOR","PROPUESTA SALTENA",14,"1",2007,"1A"
"2885","SALTA",1003,"DIPUTADO","PROPUESTA SALTENA",21,"1",2007,"1A"
"2893","SALTA",1003,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",80,"1",2007,"1A"
"2894","SALTA",1003,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",10,"1",2007,"1A"
"2897","SALTA",1003,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"1A"
"2898","SALTA",1003,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"1A"
"2901","SALTA",1003,"GOBERNADOR","CONCERTACION SALTENA",16,"1",2007,"1A"
"2902","SALTA",1003,"DIPUTADO","CONCERTACION SALTENA",17,"1",2007,"1A"
"2914","SALTA",1003,"GOBERNADOR","VOTOS EN BLANCO",7,"1",2007,"1A"
