"","VE","Year","Circuito","Municipio","Lista","GOBERNADOR","LEGISLADOR"
"24",0,0,"102A",47,2,0,0
"25",0,0,"102A",47,3,1,0
"26",0,0,"102A",47,4,0,0
"27",0,0,"102A",47,5,0,0
"28",0,0,"102A",47,6,3,0
"29",0,0,"102A",47,7,0,0
"30",0,0,"102A",47,8,1,0
"31",0,0,"102A",47,9,0,0
"32",0,0,"102A",47,10,50,41
"33",0,0,"102A",47,9999,16,20
"45",0,0,"103B",47,1,6,7
"46",0,0,"103B",47,2,0,0
"47",0,0,"103B",47,3,0,0
"48",0,0,"103B",47,4,0,0
"49",0,0,"103B",47,5,0,0
"50",0,0,"103B",47,6,0,0
"51",0,0,"103B",47,7,0,0
"52",0,0,"103B",47,8,0,0
"53",0,0,"103B",47,9,0,0
"54",0,0,"103B",47,10,4,4
"55",0,0,"103B",47,9999,1,0
"2872",0,1,"100A",47,1,327,529
"2873",0,1,"100A",47,2,7,0
"2874",0,1,"100A",47,3,1688,1515
"2875",0,1,"100A",47,4,493,422
"2876",0,1,"100A",47,5,30,0
"2877",0,1,"100A",47,6,17,0
"2878",0,1,"100A",47,7,8,0
"2879",0,1,"100A",47,8,4,0
"2880",0,1,"100A",47,9999,20,19
"2881",0,1,"101A",47,1,5,12
"2882",0,1,"101A",47,2,0,0
"2883",0,1,"101A",47,3,84,84
"2884",0,1,"101A",47,4,26,16
"2885",0,1,"101A",47,5,1,0
"2886",0,1,"101A",47,6,2,0
"2887",0,1,"101A",47,7,0,0
"2888",0,1,"101A",47,8,0,0
"2889",0,1,"101A",47,9999,1,0
"2890",0,1,"102A",47,1,20,23
"2891",0,1,"102A",47,2,0,0
"2892",0,1,"102A",47,3,87,84
"2893",0,1,"102A",47,4,26,30
"2894",0,1,"102A",47,5,0,0
"2895",0,1,"102A",47,6,2,0
"2896",0,1,"102A",47,7,3,0
"2897",0,1,"102A",47,8,0,0
"2898",0,1,"102A",47,9999,0,0
"2908",0,1,"103B",47,1,1,2
"2909",0,1,"103B",47,2,0,0
"2910",0,1,"103B",47,3,12,12
"2911",0,1,"103B",47,4,3,2
"2912",0,1,"103B",47,5,0,0
"2913",0,1,"103B",47,6,0,0
"2914",0,1,"103B",47,7,0,0
"2915",0,1,"103B",47,8,0,0
"2916",0,1,"103B",47,9999,0,0
"5441",1,0,"30A",48,1,246,244
"5442",1,0,"30A",48,2,4,4
"5443",1,0,"30A",48,3,2,2
"5444",1,0,"30A",48,4,2,2
"5445",1,0,"30A",48,5,0,0
"5446",1,0,"30A",48,6,8,0
"5447",1,0,"30A",48,7,1,1
"5448",1,0,"30A",48,8,6,7
"5449",1,0,"30A",48,9,2,0
"5450",1,0,"30A",48,10,492,375
"5451",1,0,"30A",48,9999,59,187
"5452",1,0,"30B",48,1,396,388
"5453",1,0,"30B",48,2,3,3
"5454",1,0,"30B",48,3,5,6
"5455",1,0,"30B",48,4,8,8
"5456",1,0,"30B",48,5,15,12
"5457",1,0,"30B",48,6,7,0
"5458",1,0,"30B",48,7,3,3
"5459",1,0,"30B",48,8,7,7
"5460",1,0,"30B",48,9,6,0
"5461",1,0,"30B",48,10,624,394
"5462",1,0,"30B",48,9999,63,316
"5463",1,0,"31A",48,1,6364,5934
"5464",1,0,"31A",48,2,77,86
"5465",1,0,"31A",48,3,224,317
"5466",1,0,"31A",48,4,52,64
"5467",1,0,"31A",48,5,163,175
"5468",1,0,"31A",48,6,127,0
"5469",1,0,"31A",48,7,35,35
"5470",1,0,"31A",48,8,396,417
"5471",1,0,"31A",48,9,47,0
"5472",1,0,"31A",48,10,10046,8588
"5473",1,0,"31A",48,9999,1296,3212
"5474",1,0,"31B",48,1,4236,3955
"5475",1,0,"31B",48,2,74,76
"5476",1,0,"31B",48,3,146,208
"5477",1,0,"31B",48,4,28,30
"5478",1,0,"31B",48,5,136,142
"5479",1,0,"31B",48,6,82,0
"5480",1,0,"31B",48,7,26,30
"5481",1,0,"31B",48,8,288,294
"5482",1,0,"31B",48,9,26,0
"5483",1,0,"31B",48,10,6141,5307
"5484",1,0,"31B",48,9999,831,1973
"5485",1,0,"31C",48,1,132,123
"5486",1,0,"31C",48,2,0,2
"5487",1,0,"31C",48,3,2,2
"5488",1,0,"31C",48,4,1,2
"5489",1,0,"31C",48,5,5,5
"5490",1,0,"31C",48,6,4,0
"5491",1,0,"31C",48,7,2,2
"5492",1,0,"31C",48,8,13,13
"5493",1,0,"31C",48,9,2,0
"5494",1,0,"31C",48,10,174,147
"5495",1,0,"31C",48,9999,48,87
"5496",1,0,"33A",48,1,96,96
"5497",1,0,"33A",48,2,2,2
"5498",1,0,"33A",48,3,0,0
"5499",1,0,"33A",48,4,1,1
"5500",1,0,"33A",48,5,2,2
"5501",1,0,"33A",48,6,1,0
"5502",1,0,"33A",48,7,0,0
"5503",1,0,"33A",48,8,1,1
"5504",1,0,"33A",48,9,0,0
"5505",1,0,"33A",48,10,90,85
"5506",1,0,"33A",48,9999,7,13
"5507",1,0,"33B",48,1,179,177
"5508",1,0,"33B",48,2,0,0
"5509",1,0,"33B",48,3,0,0
"5510",1,0,"33B",48,4,0,0
"5511",1,0,"33B",48,5,0,0
"5512",1,0,"33B",48,6,1,0
"5513",1,0,"33B",48,7,0,0
"5514",1,0,"33B",48,8,0,0
"5515",1,0,"33B",48,9,0,0
"5516",1,0,"33B",48,10,137,101
"5517",1,0,"33B",48,9999,13,52
"5940",1,1,"30A",48,1,60,59
"5941",1,1,"30A",48,2,10,0
"5942",1,1,"30A",48,3,297,313
"5943",1,1,"30A",48,4,159,126
"5944",1,1,"30A",48,5,5,12
"5945",1,1,"30A",48,6,8,13
"5946",1,1,"30A",48,7,9,12
"5947",1,1,"30A",48,8,7,0
"5948",1,1,"30A",48,9999,32,52
"5949",1,1,"30B",48,1,188,168
"5950",1,1,"30B",48,2,26,0
"5951",1,1,"30B",48,3,470,534
"5952",1,1,"30B",48,4,281,208
"5953",1,1,"30B",48,5,15,16
"5954",1,1,"30B",48,6,20,25
"5955",1,1,"30B",48,7,13,25
"5956",1,1,"30B",48,8,12,0
"5957",1,1,"30B",48,9999,97,146
"5958",1,1,"31A",48,1,1248,832
"5959",1,1,"31A",48,2,189,0
"5960",1,1,"31A",48,3,10222,11381
"5961",1,1,"31A",48,4,4395,2461
"5962",1,1,"31A",48,5,109,146
"5963",1,1,"31A",48,6,342,676
"5964",1,1,"31A",48,7,191,626
"5965",1,1,"31A",48,8,86,0
"5966",1,1,"31A",48,9999,935,1595
"5967",1,1,"31B",48,1,774,549
"5968",1,1,"31B",48,2,101,0
"5969",1,1,"31B",48,3,6724,7608
"5970",1,1,"31B",48,4,3184,1711
"5971",1,1,"31B",48,5,78,85
"5972",1,1,"31B",48,6,246,501
"5973",1,1,"31B",48,7,135,445
"5974",1,1,"31B",48,8,63,0
"5975",1,1,"31B",48,9999,637,1043
"5976",1,1,"31C",48,1,24,24
"5977",1,1,"31C",48,2,5,0
"5978",1,1,"31C",48,3,173,197
"5979",1,1,"31C",48,4,72,42
"5980",1,1,"31C",48,5,4,2
"5981",1,1,"31C",48,6,11,19
"5982",1,1,"31C",48,7,3,6
"5983",1,1,"31C",48,8,4,0
"5984",1,1,"31C",48,9999,19,25
"5985",1,1,"33A",48,1,8,4
"5986",1,1,"33A",48,2,3,0
"5987",1,1,"33A",48,3,118,121
"5988",1,1,"33A",48,4,5,4
"5989",1,1,"33A",48,5,2,0
"5990",1,1,"33A",48,6,1,2
"5991",1,1,"33A",48,7,1,3
"5992",1,1,"33A",48,8,0,0
"5993",1,1,"33A",48,9999,1,5
"5994",1,1,"33B",48,1,3,3
"5995",1,1,"33B",48,2,2,0
"5996",1,1,"33B",48,3,99,93
"5997",1,1,"33B",48,4,16,10
"5998",1,1,"33B",48,5,0,1
"5999",1,1,"33B",48,6,1,4
"6000",1,1,"33B",48,7,2,3
"6001",1,1,"33B",48,8,1,0
"6002",1,1,"33B",48,9999,7,17
"672",0,0,"2D",49,1,2575,2362
"673",0,0,"2D",49,2,23,28
"674",0,0,"2D",49,3,101,122
"675",0,0,"2D",49,4,8,8
"676",0,0,"2D",49,5,227,262
"677",0,0,"2D",49,6,94,109
"678",0,0,"2D",49,7,16,28
"679",0,0,"2D",49,8,214,333
"680",0,0,"2D",49,9,27,34
"681",0,0,"2D",49,10,2862,2326
"682",0,0,"2D",49,9999,201,742
"683",0,0,"2G",49,1,2641,2474
"684",0,0,"2G",49,2,42,48
"685",0,0,"2G",49,3,125,175
"686",0,0,"2G",49,4,14,19
"687",0,0,"2G",49,5,232,289
"688",0,0,"2G",49,6,93,104
"689",0,0,"2G",49,7,25,26
"690",0,0,"2G",49,8,235,322
"691",0,0,"2G",49,9,23,26
"692",0,0,"2G",49,10,2844,2311
"693",0,0,"2G",49,9999,252,733
"694",0,0,"2H",49,1,786,703
"695",0,0,"2H",49,2,12,15
"696",0,0,"2H",49,3,41,46
"697",0,0,"2H",49,4,11,8
"698",0,0,"2H",49,5,65,67
"699",0,0,"2H",49,6,29,29
"700",0,0,"2H",49,7,7,6
"701",0,0,"2H",49,8,66,96
"702",0,0,"2H",49,9,4,8
"703",0,0,"2H",49,10,695,568
"704",0,0,"2H",49,9999,40,210
"705",0,0,"2I",49,1,2777,2648
"706",0,0,"2I",49,2,32,34
"707",0,0,"2I",49,3,84,83
"708",0,0,"2I",49,4,15,18
"709",0,0,"2I",49,5,175,184
"710",0,0,"2I",49,6,69,78
"711",0,0,"2I",49,7,18,21
"712",0,0,"2I",49,8,236,301
"713",0,0,"2I",49,9,18,22
"714",0,0,"2I",49,10,3387,2769
"715",0,0,"2I",49,9999,286,948
"716",0,0,"2J",49,1,2499,2352
"717",0,0,"2J",49,2,32,35
"718",0,0,"2J",49,3,85,112
"719",0,0,"2J",49,4,13,17
"720",0,0,"2J",49,5,160,246
"721",0,0,"2J",49,6,78,90
"722",0,0,"2J",49,7,15,18
"723",0,0,"2J",49,8,184,234
"724",0,0,"2J",49,9,11,35
"725",0,0,"2J",49,10,2480,2006
"726",0,0,"2J",49,9999,205,615
"727",0,0,"2K",49,1,1480,1341
"728",0,0,"2K",49,2,18,22
"729",0,0,"2K",49,3,52,63
"730",0,0,"2K",49,4,10,13
"731",0,0,"2K",49,5,123,146
"732",0,0,"2K",49,6,47,57
"733",0,0,"2K",49,7,10,12
"734",0,0,"2K",49,8,141,203
"735",0,0,"2K",49,9,17,16
"736",0,0,"2K",49,10,2015,1702
"737",0,0,"2K",49,9999,194,537
"738",0,0,"2L",49,1,1870,1756
"739",0,0,"2L",49,2,11,16
"740",0,0,"2L",49,3,66,81
"741",0,0,"2L",49,4,6,7
"742",0,0,"2L",49,5,150,160
"743",0,0,"2L",49,6,50,53
"744",0,0,"2L",49,7,16,21
"745",0,0,"2L",49,8,131,161
"746",0,0,"2L",49,9,9,15
"747",0,0,"2L",49,10,1880,1508
"748",0,0,"2L",49,9999,196,613
"749",0,0,"2N",49,1,2227,2165
"750",0,0,"2N",49,2,46,57
"751",0,0,"2N",49,3,54,75
"752",0,0,"2N",49,4,9,12
"753",0,0,"2N",49,5,147,166
"754",0,0,"2N",49,6,52,56
"755",0,0,"2N",49,7,16,15
"756",0,0,"2N",49,8,167,214
"757",0,0,"2N",49,9,9,13
"758",0,0,"2N",49,10,2491,2101
"759",0,0,"2N",49,9999,215,565
"760",0,0,"2O",49,1,1881,1837
"761",0,0,"2O",49,2,18,27
"762",0,0,"2O",49,3,31,33
"763",0,0,"2O",49,4,4,6
"764",0,0,"2O",49,5,97,118
"765",0,0,"2O",49,6,47,54
"766",0,0,"2O",49,7,13,13
"767",0,0,"2O",49,8,101,139
"768",0,0,"2O",49,9,12,19
"769",0,0,"2O",49,10,2517,1985
"770",0,0,"2O",49,9999,240,728
"771",0,0,"2P",49,1,1722,1669
"772",0,0,"2P",49,2,20,25
"773",0,0,"2P",49,3,30,37
"774",0,0,"2P",49,4,7,8
"775",0,0,"2P",49,5,84,97
"776",0,0,"2P",49,6,37,40
"777",0,0,"2P",49,7,6,6
"778",0,0,"2P",49,8,116,157
"779",0,0,"2P",49,9,7,8
"780",0,0,"2P",49,10,1722,1470
"781",0,0,"2P",49,9999,184,404
"782",0,0,"2Q",49,1,2641,2524
"783",0,0,"2Q",49,2,36,38
"784",0,0,"2Q",49,3,59,67
"785",0,0,"2Q",49,4,11,16
"786",0,0,"2Q",49,5,180,218
"787",0,0,"2Q",49,6,65,84
"788",0,0,"2Q",49,7,16,17
"789",0,0,"2Q",49,8,147,202
"790",0,0,"2Q",49,9,19,21
"791",0,0,"2Q",49,10,2895,2339
"792",0,0,"2Q",49,9999,362,923
"914",0,0,"3G",49,1,2276,2085
"915",0,0,"3G",49,2,26,29
"916",0,0,"3G",49,3,98,132
"917",0,0,"3G",49,4,15,22
"918",0,0,"3G",49,5,208,240
"919",0,0,"3G",49,6,73,97
"920",0,0,"3G",49,7,53,78
"921",0,0,"3G",49,8,208,287
"922",0,0,"3G",49,9,25,22
"923",0,0,"3G",49,10,2381,1950
"924",0,0,"3G",49,9999,306,727
"925",0,0,"3H",49,1,2717,2331
"926",0,0,"3H",49,2,34,56
"927",0,0,"3H",49,3,176,219
"928",0,0,"3H",49,4,10,13
"929",0,0,"3H",49,5,299,338
"930",0,0,"3H",49,6,92,115
"931",0,0,"3H",49,7,35,50
"932",0,0,"3H",49,8,269,423
"933",0,0,"3H",49,9,25,32
"934",0,0,"3H",49,10,2640,2092
"935",0,0,"3H",49,9999,327,958
"936",0,0,"3I",49,1,1905,1916
"937",0,0,"3I",49,2,16,18
"938",0,0,"3I",49,3,28,35
"939",0,0,"3I",49,4,4,5
"940",0,0,"3I",49,5,87,84
"941",0,0,"3I",49,6,34,37
"942",0,0,"3I",49,7,8,10
"943",0,0,"3I",49,8,114,131
"944",0,0,"3I",49,9,11,10
"945",0,0,"3I",49,10,2246,1953
"946",0,0,"3I",49,9999,185,439
"947",0,0,"3J",49,1,713,667
"948",0,0,"3J",49,2,1,1
"949",0,0,"3J",49,3,5,8
"950",0,0,"3J",49,4,2,2
"951",0,0,"3J",49,5,41,44
"952",0,0,"3J",49,6,7,7
"953",0,0,"3J",49,7,6,6
"954",0,0,"3J",49,8,22,29
"955",0,0,"3J",49,9,3,3
"956",0,0,"3J",49,10,714,546
"957",0,0,"3J",49,9999,109,310
"1849",0,0,"5A",49,1,1860,1593
"1850",0,0,"5A",49,2,27,29
"1851",0,0,"5A",49,3,94,131
"1852",0,0,"5A",49,4,14,17
"1853",0,0,"5A",49,5,167,215
"1854",0,0,"5A",49,6,59,79
"1855",0,0,"5A",49,7,13,19
"1856",0,0,"5A",49,8,186,259
"1857",0,0,"5A",49,9,21,32
"1858",0,0,"5A",49,10,1810,1361
"1859",0,0,"5A",49,9999,152,661
"1860",0,0,"5B",49,1,1718,1684
"1861",0,0,"5B",49,2,28,33
"1862",0,0,"5B",49,3,36,52
"1863",0,0,"5B",49,4,6,7
"1864",0,0,"5B",49,5,106,105
"1865",0,0,"5B",49,6,38,41
"1866",0,0,"5B",49,7,9,11
"1867",0,0,"5B",49,8,142,176
"1868",0,0,"5B",49,9,7,9
"1869",0,0,"5B",49,10,2055,1732
"1870",0,0,"5B",49,9999,177,473
"1871",0,0,"5C",49,1,1772,1598
"1872",0,0,"5C",49,2,17,23
"1873",0,0,"5C",49,3,116,140
"1874",0,0,"5C",49,4,11,11
"1875",0,0,"5C",49,5,141,152
"1876",0,0,"5C",49,6,58,70
"1877",0,0,"5C",49,7,14,17
"1878",0,0,"5C",49,8,160,235
"1879",0,0,"5C",49,9,14,14
"1880",0,0,"5C",49,10,1683,1337
"1881",0,0,"5C",49,9999,197,589
"1882",0,0,"5E",49,1,3051,3021
"1883",0,0,"5E",49,2,35,38
"1884",0,0,"5E",49,3,54,61
"1885",0,0,"5E",49,4,14,16
"1886",0,0,"5E",49,5,111,140
"1887",0,0,"5E",49,6,46,56
"1888",0,0,"5E",49,7,17,22
"1889",0,0,"5E",49,8,232,275
"1890",0,0,"5E",49,9,11,11
"1891",0,0,"5E",49,10,3396,2903
"1892",0,0,"5E",49,9999,286,728
"1893",0,0,"5F",49,1,2276,2188
"1894",0,0,"5F",49,2,18,19
"1895",0,0,"5F",49,3,38,60
"1896",0,0,"5F",49,4,9,10
"1897",0,0,"5F",49,5,111,119
"1898",0,0,"5F",49,6,47,75
"1899",0,0,"5F",49,7,19,18
"1900",0,0,"5F",49,8,150,202
"1901",0,0,"5F",49,9,10,9
"1902",0,0,"5F",49,10,2615,2195
"1903",0,0,"5F",49,9999,311,711
"1904",0,0,"5G",49,1,2766,2510
"1905",0,0,"5G",49,2,37,42
"1906",0,0,"5G",49,3,153,169
"1907",0,0,"5G",49,4,12,16
"1908",0,0,"5G",49,5,195,239
"1909",0,0,"5G",49,6,90,82
"1910",0,0,"5G",49,7,16,23
"1911",0,0,"5G",49,8,215,317
"1912",0,0,"5G",49,9,30,35
"1913",0,0,"5G",49,10,2589,2049
"1914",0,0,"5G",49,9999,231,851
"1915",0,0,"5I",49,1,3213,2925
"1916",0,0,"5I",49,2,24,35
"1917",0,0,"5I",49,3,123,161
"1918",0,0,"5I",49,4,20,32
"1919",0,0,"5I",49,5,185,207
"1920",0,0,"5I",49,6,71,88
"1921",0,0,"5I",49,7,28,49
"1922",0,0,"5I",49,8,237,379
"1923",0,0,"5I",49,9,19,26
"1924",0,0,"5I",49,10,3317,2729
"1925",0,0,"5I",49,9999,272,882
"1926",0,0,"5J",49,1,202,195
"1927",0,0,"5J",49,2,1,2
"1928",0,0,"5J",49,3,6,8
"1929",0,0,"5J",49,4,2,2
"1930",0,0,"5J",49,5,12,18
"1931",0,0,"5J",49,6,7,7
"1932",0,0,"5J",49,7,0,0
"1933",0,0,"5J",49,8,12,13
"1934",0,0,"5J",49,9,0,0
"1935",0,0,"5J",49,10,191,170
"1936",0,0,"5J",49,9999,16,34
"1937",0,0,"5K",49,1,344,316
"1938",0,0,"5K",49,2,8,7
"1939",0,0,"5K",49,3,21,28
"1940",0,0,"5K",49,4,2,2
"1941",0,0,"5K",49,5,47,59
"1942",0,0,"5K",49,6,8,11
"1943",0,0,"5K",49,7,3,4
"1944",0,0,"5K",49,8,27,37
"1945",0,0,"5K",49,9,0,0
"1946",0,0,"5K",49,10,364,308
"1947",0,0,"5K",49,9999,50,105
"1948",0,0,"5L",49,1,1886,1757
"1949",0,0,"5L",49,2,20,27
"1950",0,0,"5L",49,3,40,60
"1951",0,0,"5L",49,4,8,10
"1952",0,0,"5L",49,5,138,175
"1953",0,0,"5L",49,6,46,48
"1954",0,0,"5L",49,7,14,17
"1955",0,0,"5L",49,8,129,195
"1956",0,0,"5L",49,9,8,8
"1957",0,0,"5L",49,10,1920,1571
"1958",0,0,"5L",49,9999,186,534
"1959",0,0,"5M",49,1,356,314
"1960",0,0,"5M",49,2,7,10
"1961",0,0,"5M",49,3,20,30
"1962",0,0,"5M",49,4,2,2
"1963",0,0,"5M",49,5,35,44
"1964",0,0,"5M",49,6,17,21
"1965",0,0,"5M",49,7,4,5
"1966",0,0,"5M",49,8,16,32
"1967",0,0,"5M",49,9,4,4
"1968",0,0,"5M",49,10,258,204
"1969",0,0,"5M",49,9999,22,74
"1970",0,0,"5N",49,1,887,843
"1971",0,0,"5N",49,2,3,2
"1972",0,0,"5N",49,3,12,20
"1973",0,0,"5N",49,4,3,3
"1974",0,0,"5N",49,5,26,24
"1975",0,0,"5N",49,6,14,21
"1976",0,0,"5N",49,7,7,10
"1977",0,0,"5N",49,8,59,72
"1978",0,0,"5N",49,9,2,2
"1979",0,0,"5N",49,10,989,857
"1980",0,0,"5N",49,9999,97,245
"2223",0,0,"6A",49,1,1216,1179
"2224",0,0,"6A",49,2,19,20
"2225",0,0,"6A",49,3,33,35
"2226",0,0,"6A",49,4,8,8
"2227",0,0,"6A",49,5,86,91
"2228",0,0,"6A",49,6,48,48
"2229",0,0,"6A",49,7,2,2
"2230",0,0,"6A",49,8,77,106
"2231",0,0,"6A",49,9,15,15
"2232",0,0,"6A",49,10,1577,1354
"2233",0,0,"6A",49,9999,188,413
"2410",0,0,"7A",49,1,65,64
"2411",0,0,"7A",49,2,0,0
"2412",0,0,"7A",49,3,0,0
"2413",0,0,"7A",49,4,0,0
"2414",0,0,"7A",49,5,3,3
"2415",0,0,"7A",49,6,0,0
"2416",0,0,"7A",49,7,0,0
"2417",0,0,"7A",49,8,0,0
"2418",0,0,"7A",49,9,0,0
"2419",0,0,"7A",49,10,29,30
"2420",0,0,"7A",49,9999,4,4
"3421",0,1,"2D",49,1,709,557
"3422",0,1,"2D",49,2,79,93
"3423",0,1,"2D",49,3,3158,2862
"3424",0,1,"2D",49,4,1740,1909
"3425",0,1,"2D",49,5,189,156
"3426",0,1,"2D",49,6,259,290
"3427",0,1,"2D",49,7,93,146
"3428",0,1,"2D",49,8,15,29
"3429",0,1,"2D",49,9999,63,70
"3430",0,1,"2G",49,1,672,556
"3431",0,1,"2G",49,2,73,73
"3432",0,1,"2G",49,3,3414,3177
"3433",0,1,"2G",49,4,1714,1914
"3434",0,1,"2G",49,5,212,180
"3435",0,1,"2G",49,6,283,309
"3436",0,1,"2G",49,7,136,155
"3437",0,1,"2G",49,8,15,15
"3438",0,1,"2G",49,9999,64,94
"3439",0,1,"2H",49,1,155,116
"3440",0,1,"2H",49,2,18,18
"3441",0,1,"2H",49,3,791,707
"3442",0,1,"2H",49,4,430,493
"3443",0,1,"2H",49,5,57,54
"3444",0,1,"2H",49,6,90,93
"3445",0,1,"2H",49,7,44,47
"3446",0,1,"2H",49,8,3,3
"3447",0,1,"2H",49,9999,10,10
"3448",0,1,"2I",49,1,710,559
"3449",0,1,"2I",49,2,32,31
"3450",0,1,"2I",49,3,3604,3312
"3451",0,1,"2I",49,4,1895,2074
"3452",0,1,"2I",49,5,144,117
"3453",0,1,"2I",49,6,264,269
"3454",0,1,"2I",49,7,70,76
"3455",0,1,"2I",49,8,18,19
"3456",0,1,"2I",49,9999,42,73
"3457",0,1,"2J",49,1,788,623
"3458",0,1,"2J",49,2,45,50
"3459",0,1,"2J",49,3,3102,2895
"3460",0,1,"2J",49,4,1616,1748
"3461",0,1,"2J",49,5,140,113
"3462",0,1,"2J",49,6,249,260
"3463",0,1,"2J",49,7,69,80
"3464",0,1,"2J",49,8,11,13
"3465",0,1,"2J",49,9999,30,40
"3466",0,1,"2K",49,1,397,314
"3467",0,1,"2K",49,2,26,25
"3468",0,1,"2K",49,3,2215,2022
"3469",0,1,"2K",49,4,1193,1319
"3470",0,1,"2K",49,5,103,77
"3471",0,1,"2K",49,6,166,177
"3472",0,1,"2K",49,7,71,79
"3473",0,1,"2K",49,8,9,11
"3474",0,1,"2K",49,9999,28,42
"3475",0,1,"2L",49,1,411,327
"3476",0,1,"2L",49,2,46,54
"3477",0,1,"2L",49,3,2229,2037
"3478",0,1,"2L",49,4,1019,1117
"3479",0,1,"2L",49,5,89,69
"3480",0,1,"2L",49,6,186,199
"3481",0,1,"2L",49,7,68,76
"3482",0,1,"2L",49,8,10,12
"3483",0,1,"2L",49,9999,12,14
"3484",0,1,"2N",49,1,496,359
"3485",0,1,"2N",49,2,34,38
"3486",0,1,"2N",49,3,3011,2806
"3487",0,1,"2N",49,4,1380,1592
"3488",0,1,"2N",49,5,144,116
"3489",0,1,"2N",49,6,205,209
"3490",0,1,"2N",49,7,64,68
"3491",0,1,"2N",49,8,9,14
"3492",0,1,"2N",49,9999,42,74
"3493",0,1,"2O",49,1,526,429
"3494",0,1,"2O",49,2,20,23
"3495",0,1,"2O",49,3,3109,2829
"3496",0,1,"2O",49,4,1360,1491
"3497",0,1,"2O",49,5,232,211
"3498",0,1,"2O",49,6,166,163
"3499",0,1,"2O",49,7,43,46
"3500",0,1,"2O",49,8,18,19
"3501",0,1,"2O",49,9999,52,78
"3502",0,1,"2P",49,1,501,374
"3503",0,1,"2P",49,2,18,17
"3504",0,1,"2P",49,3,1951,1800
"3505",0,1,"2P",49,4,1075,1173
"3506",0,1,"2P",49,5,138,125
"3507",0,1,"2P",49,6,105,109
"3508",0,1,"2P",49,7,45,60
"3509",0,1,"2P",49,8,18,10
"3510",0,1,"2P",49,9999,23,19
"3511",0,1,"2Q",49,1,801,606
"3512",0,1,"2Q",49,2,37,39
"3513",0,1,"2Q",49,3,3603,3293
"3514",0,1,"2Q",49,4,1834,1960
"3515",0,1,"2Q",49,5,270,228
"3516",0,1,"2Q",49,6,190,201
"3517",0,1,"2Q",49,7,95,105
"3518",0,1,"2Q",49,8,19,18
"3519",0,1,"2Q",49,9999,57,76
"3619",0,1,"3G",49,1,558,380
"3620",0,1,"3G",49,2,58,67
"3621",0,1,"3G",49,3,3056,2825
"3622",0,1,"3G",49,4,1677,1897
"3623",0,1,"3G",49,5,197,139
"3624",0,1,"3G",49,6,289,329
"3625",0,1,"3G",49,7,111,129
"3626",0,1,"3G",49,8,20,24
"3627",0,1,"3G",49,9999,38,41
"3628",0,1,"3H",49,1,518,390
"3629",0,1,"3H",49,2,141,143
"3630",0,1,"3H",49,3,2833,2477
"3631",0,1,"3H",49,4,1581,1762
"3632",0,1,"3H",49,5,209,170
"3633",0,1,"3H",49,6,380,410
"3634",0,1,"3H",49,7,175,197
"3635",0,1,"3H",49,8,17,24
"3636",0,1,"3H",49,9999,36,46
"3637",0,1,"3I",49,1,742,611
"3638",0,1,"3I",49,2,15,21
"3639",0,1,"3I",49,3,3541,3275
"3640",0,1,"3I",49,4,1388,1486
"3641",0,1,"3I",49,5,182,157
"3642",0,1,"3I",49,6,177,186
"3643",0,1,"3I",49,7,28,36
"3644",0,1,"3I",49,8,16,18
"3645",0,1,"3I",49,9999,41,50
"3646",0,1,"3J",49,1,306,225
"3647",0,1,"3J",49,2,13,19
"3648",0,1,"3J",49,3,1177,1084
"3649",0,1,"3J",49,4,497,528
"3650",0,1,"3J",49,5,41,34
"3651",0,1,"3J",49,6,39,45
"3652",0,1,"3J",49,7,19,22
"3653",0,1,"3J",49,8,7,8
"3654",0,1,"3J",49,9999,15,12
"4384",0,1,"5A",49,1,547,406
"4385",0,1,"5A",49,2,53,53
"4386",0,1,"5A",49,3,2414,2223
"4387",0,1,"5A",49,4,1454,1594
"4388",0,1,"5A",49,5,161,136
"4389",0,1,"5A",49,6,250,272
"4390",0,1,"5A",49,7,139,163
"4391",0,1,"5A",49,8,12,16
"4392",0,1,"5A",49,9999,36,57
"4393",0,1,"5B",49,1,437,312
"4394",0,1,"5B",49,2,17,17
"4395",0,1,"5B",49,3,2444,2357
"4396",0,1,"5B",49,4,965,1038
"4397",0,1,"5B",49,5,77,74
"4398",0,1,"5B",49,6,138,151
"4399",0,1,"5B",49,7,49,55
"4400",0,1,"5B",49,8,5,7
"4401",0,1,"5B",49,9999,27,23
"4402",0,1,"5C",49,1,386,291
"4403",0,1,"5C",49,2,69,80
"4404",0,1,"5C",49,3,2682,2442
"4405",0,1,"5C",49,4,1389,1496
"4406",0,1,"5C",49,5,143,115
"4407",0,1,"5C",49,6,259,285
"4408",0,1,"5C",49,7,126,144
"4409",0,1,"5C",49,8,14,11
"4410",0,1,"5C",49,9999,19,19
"4411",0,1,"5E",49,1,1034,829
"4412",0,1,"5E",49,2,31,40
"4413",0,1,"5E",49,3,5438,5341
"4414",0,1,"5E",49,4,1991,2185
"4415",0,1,"5E",49,5,192,162
"4416",0,1,"5E",49,6,312,322
"4417",0,1,"5E",49,7,57,62
"4418",0,1,"5E",49,8,24,26
"4419",0,1,"5E",49,9999,77,72
"4420",0,1,"5F",49,1,617,460
"4421",0,1,"5F",49,2,20,23
"4422",0,1,"5F",49,3,3926,3616
"4423",0,1,"5F",49,4,1582,1761
"4424",0,1,"5F",49,5,140,125
"4425",0,1,"5F",49,6,183,194
