"","VE","Year","Circuito","Municipio","Lista","GOBERNADOR","LEGISLADOR"
"5764",1,1,"15A",51,5,19,0
"5765",1,1,"15A",51,6,38,47
"5766",1,1,"15A",51,7,92,115
"5767",1,1,"15A",51,8,5,0
"5768",1,1,"15A",51,9999,113,161
"5769",1,1,"15B",51,1,114,134
"5770",1,1,"15B",51,2,6,0
"5771",1,1,"15B",51,3,817,1037
"5772",1,1,"15B",51,4,507,226
"5773",1,1,"15B",51,5,12,0
"5774",1,1,"15B",51,6,17,16
"5775",1,1,"15B",51,7,72,101
"5776",1,1,"15B",51,8,5,0
"5777",1,1,"15B",51,9999,56,92
"5778",1,1,"15C",51,1,244,277
"5779",1,1,"15C",51,2,25,0
"5780",1,1,"15C",51,3,1840,2369
"5781",1,1,"15C",51,4,1145,534
"5782",1,1,"15C",51,5,42,0
"5783",1,1,"15C",51,6,55,69
"5784",1,1,"15C",51,7,128,172
"5785",1,1,"15C",51,8,10,0
"5786",1,1,"15C",51,9999,107,175
"5787",1,1,"15D",51,1,317,348
"5788",1,1,"15D",51,2,32,0
"5789",1,1,"15D",51,3,2306,2818
"5790",1,1,"15D",51,4,1144,557
"5791",1,1,"15D",51,5,23,0
"5792",1,1,"15D",51,6,51,54
"5793",1,1,"15D",51,7,156,181
"5794",1,1,"15D",51,8,8,0
"5795",1,1,"15D",51,9999,159,238
"5796",1,1,"15E",51,1,11,13
"5797",1,1,"15E",51,2,3,0
"5798",1,1,"15E",51,3,220,261
"5799",1,1,"15E",51,4,85,46
"5800",1,1,"15E",51,5,2,0
"5801",1,1,"15E",51,6,4,2
"5802",1,1,"15E",51,7,14,15
"5803",1,1,"15E",51,8,1,0
"5804",1,1,"15E",51,9999,14,17
"5805",1,1,"15F",51,1,34,58
"5806",1,1,"15F",51,2,2,0
"5807",1,1,"15F",51,3,342,434
"5808",1,1,"15F",51,4,220,95
"5809",1,1,"15F",51,5,6,0
"5810",1,1,"15F",51,6,8,4
"5811",1,1,"15F",51,7,30,46
"5812",1,1,"15F",51,8,2,0
"5813",1,1,"15F",51,9999,24,31
"5814",1,1,"15G",51,1,8,10
"5815",1,1,"15G",51,2,1,0
"5816",1,1,"15G",51,3,90,102
"5817",1,1,"15G",51,4,37,16
"5818",1,1,"15G",51,5,0,0
"5819",1,1,"15G",51,6,1,1
"5820",1,1,"15G",51,7,5,8
"5821",1,1,"15G",51,8,0,0
"5822",1,1,"15G",51,9999,4,9
"5595",1,0,"4A",52,1,1440,1160
"5596",1,0,"4A",52,2,9,15
"5597",1,0,"4A",52,3,126,109
"5598",1,0,"4A",52,4,0,0
"5599",1,0,"4A",52,5,953,1209
"5600",1,0,"4A",52,6,53,57
"5601",1,0,"4A",52,7,7,8
"5602",1,0,"4A",52,8,71,119
"5603",1,0,"4A",52,9,5,0
"5604",1,0,"4A",52,10,1080,582
"5605",1,0,"4A",52,9999,198,682
"5606",1,0,"4B",52,1,149,139
"5607",1,0,"4B",52,2,1,1
"5608",1,0,"4B",52,3,1,2
"5609",1,0,"4B",52,4,0,0
"5610",1,0,"4B",52,5,103,122
"5611",1,0,"4B",52,6,0,1
"5612",1,0,"4B",52,7,1,1
"5613",1,0,"4B",52,8,13,24
"5614",1,0,"4B",52,9,0,0
"5615",1,0,"4B",52,10,180,121
"5616",1,0,"4B",52,9999,12,49
"5617",1,0,"4C",52,1,533,505
"5618",1,0,"4C",52,2,3,3
"5619",1,0,"4C",52,3,6,6
"5620",1,0,"4C",52,4,1,1
"5621",1,0,"4C",52,5,374,457
"5622",1,0,"4C",52,6,6,7
"5623",1,0,"4C",52,7,0,1
"5624",1,0,"4C",52,8,13,12
"5625",1,0,"4C",52,9,1,0
"5626",1,0,"4C",52,10,281,160
"5627",1,0,"4C",52,9999,33,99
"6066",1,1,"4A",52,1,302,158
"6067",1,1,"4A",52,2,176,222
"6068",1,1,"4A",52,3,2390,2150
"6069",1,1,"4A",52,4,1385,1635
"6070",1,1,"4A",52,5,102,60
"6071",1,1,"4A",52,6,107,131
"6072",1,1,"4A",52,7,191,178
"6073",1,1,"4A",52,8,7,11
"6074",1,1,"4A",52,9999,136,251
"6075",1,1,"4B",52,1,27,12
"6076",1,1,"4B",52,2,3,5
"6077",1,1,"4B",52,3,379,380
"6078",1,1,"4B",52,4,66,81
"6079",1,1,"4B",52,5,5,3
"6080",1,1,"4B",52,6,23,20
"6081",1,1,"4B",52,7,4,2
"6082",1,1,"4B",52,8,1,1
"6083",1,1,"4B",52,9999,8,12
"6084",1,1,"4C",52,1,97,33
"6085",1,1,"4C",52,2,19,18
"6086",1,1,"4C",52,3,1342,1329
"6087",1,1,"4C",52,4,246,309
"6088",1,1,"4C",52,5,23,9
"6089",1,1,"4C",52,6,30,35
"6090",1,1,"4C",52,7,9,18
"6091",1,1,"4C",52,8,7,8
"6092",1,1,"4C",52,9999,49,63
"584",0,0,"29A",53,1,616,613
"585",0,0,"29A",53,2,2,0
"586",0,0,"29A",53,3,0,0
"587",0,0,"29A",53,4,0,0
"588",0,0,"29A",53,5,0,0
"589",0,0,"29A",53,6,0,0
"590",0,0,"29A",53,7,1,0
"591",0,0,"29A",53,8,1,0
"592",0,0,"29A",53,9,0,0
"593",0,0,"29A",53,10,290,296
"594",0,0,"29A",53,9999,20,21
"595",0,0,"29B",53,1,21,20
"596",0,0,"29B",53,2,0,0
"597",0,0,"29B",53,3,0,0
"598",0,0,"29B",53,4,0,0
"599",0,0,"29B",53,5,0,0
"600",0,0,"29B",53,6,1,0
"601",0,0,"29B",53,7,0,0
"602",0,0,"29B",53,8,0,0
"603",0,0,"29B",53,9,0,0
"604",0,0,"29B",53,10,18,17
"605",0,0,"29B",53,9999,1,4
"606",0,0,"29C",53,1,965,948
"607",0,0,"29C",53,2,0,0
"608",0,0,"29C",53,3,3,0
"609",0,0,"29C",53,4,0,0
"610",0,0,"29C",53,5,0,0
"611",0,0,"29C",53,6,3,0
"612",0,0,"29C",53,7,1,0
"613",0,0,"29C",53,8,0,0
"614",0,0,"29C",53,9,0,0
"615",0,0,"29C",53,10,688,849
"616",0,0,"29C",53,9999,201,64
"617",0,0,"29D",53,1,48,46
"618",0,0,"29D",53,2,0,0
"619",0,0,"29D",53,3,0,0
"620",0,0,"29D",53,4,0,0
"621",0,0,"29D",53,5,0,0
"622",0,0,"29D",53,6,0,0
"623",0,0,"29D",53,7,0,0
"624",0,0,"29D",53,8,0,0
"625",0,0,"29D",53,9,0,0
"626",0,0,"29D",53,10,49,49
"627",0,0,"29D",53,9999,6,8
"628",0,0,"29E",53,1,324,322
"629",0,0,"29E",53,2,1,0
"630",0,0,"29E",53,3,0,0
"631",0,0,"29E",53,4,0,0
"632",0,0,"29E",53,5,0,0
"633",0,0,"29E",53,6,0,0
"634",0,0,"29E",53,7,0,0
"635",0,0,"29E",53,8,0,0
"636",0,0,"29E",53,9,0,0
"637",0,0,"29E",53,10,218,218
"638",0,0,"29E",53,9999,11,14
"639",0,0,"29F",53,1,381,379
"640",0,0,"29F",53,2,0,0
"641",0,0,"29F",53,3,0,0
"642",0,0,"29F",53,4,0,0
"643",0,0,"29F",53,5,0,0
"644",0,0,"29F",53,6,0,0
"645",0,0,"29F",53,7,1,0
"646",0,0,"29F",53,8,0,0
"647",0,0,"29F",53,9,0,0
"648",0,0,"29F",53,10,91,90
"649",0,0,"29F",53,9999,7,11
"650",0,0,"29G",53,1,294,283
"651",0,0,"29G",53,2,1,0
"652",0,0,"29G",53,3,3,0
"653",0,0,"29G",53,4,0,0
"654",0,0,"29G",53,5,0,0
"655",0,0,"29G",53,6,1,0
"656",0,0,"29G",53,7,0,0
"657",0,0,"29G",53,8,0,0
"658",0,0,"29G",53,9,0,0
"659",0,0,"29G",53,10,199,205
"660",0,0,"29G",53,9999,6,16
"661",0,0,"29H",53,1,103,96
"662",0,0,"29H",53,2,0,0
"663",0,0,"29H",53,3,1,0
"664",0,0,"29H",53,4,0,0
"665",0,0,"29H",53,5,0,0
"666",0,0,"29H",53,6,0,0
"667",0,0,"29H",53,7,0,0
"668",0,0,"29H",53,8,0,0
"669",0,0,"29H",53,9,0,0
"670",0,0,"29H",53,10,71,73
"671",0,0,"29H",53,9999,4,9
"3349",0,1,"29A",53,1,2,1
"3350",0,1,"29A",53,2,1,0
"3351",0,1,"29A",53,3,972,912
"3352",0,1,"29A",53,4,3,0
"3353",0,1,"29A",53,5,1,0
"3354",0,1,"29A",53,6,1,0
"3355",0,1,"29A",53,7,2,0
"3356",0,1,"29A",53,8,1,0
"3357",0,1,"29A",53,9999,0,0
"3358",0,1,"29B",53,1,0,0
"3359",0,1,"29B",53,2,0,0
"3360",0,1,"29B",53,3,18,19
"3361",0,1,"29B",53,4,1,0
"3362",0,1,"29B",53,5,0,0
"3363",0,1,"29B",53,6,0,0
"3364",0,1,"29B",53,7,1,0
"3365",0,1,"29B",53,8,0,0
"3366",0,1,"29B",53,9999,0,0
"3367",0,1,"29C",53,1,3,0
"3368",0,1,"29C",53,2,1,0
"3369",0,1,"29C",53,3,1813,1800
"3370",0,1,"29C",53,4,24,0
"3371",0,1,"29C",53,5,0,0
"3372",0,1,"29C",53,6,1,0
"3373",0,1,"29C",53,7,0,0
"3374",0,1,"29C",53,8,0,0
"3375",0,1,"29C",53,9999,5,7
"3376",0,1,"29D",53,1,0,0
"3377",0,1,"29D",53,2,0,0
"3378",0,1,"29D",53,3,78,77
"3379",0,1,"29D",53,4,0,0
"3380",0,1,"29D",53,5,0,0
"3381",0,1,"29D",53,6,0,0
"3382",0,1,"29D",53,7,0,0
"3383",0,1,"29D",53,8,0,0
"3384",0,1,"29D",53,9999,0,0
"3385",0,1,"29E",53,1,3,0
"3386",0,1,"29E",53,2,1,0
"3387",0,1,"29E",53,3,615,620
"3388",0,1,"29E",53,4,1,0
"3389",0,1,"29E",53,5,0,0
"3390",0,1,"29E",53,6,1,0
"3391",0,1,"29E",53,7,1,0
"3392",0,1,"29E",53,8,1,0
"3393",0,1,"29E",53,9999,1,1
"3394",0,1,"29F",53,1,1,1
"3395",0,1,"29F",53,2,1,0
"3396",0,1,"29F",53,3,559,555
"3397",0,1,"29F",53,4,1,0
"3398",0,1,"29F",53,5,0,0
"3399",0,1,"29F",53,6,0,0
"3400",0,1,"29F",53,7,0,0
"3401",0,1,"29F",53,8,0,0
"3402",0,1,"29F",53,9999,1,1
"3403",0,1,"29G",53,1,0,0
"3404",0,1,"29G",53,2,1,0
"3405",0,1,"29G",53,3,563,561
"3406",0,1,"29G",53,4,3,0
"3407",0,1,"29G",53,5,2,0
"3408",0,1,"29G",53,6,0,0
"3409",0,1,"29G",53,7,1,0
"3410",0,1,"29G",53,8,0,0
"3411",0,1,"29G",53,9999,3,0
"3412",0,1,"29H",53,1,0,0
"3413",0,1,"29H",53,2,0,0
"3414",0,1,"29H",53,3,182,181
"3415",0,1,"29H",53,4,0,0
"3416",0,1,"29H",53,5,0,0
"3417",0,1,"29H",53,6,1,0
"3418",0,1,"29H",53,7,0,0
"3419",0,1,"29H",53,8,0,0
"3420",0,1,"29H",53,9999,0,0
"1387",0,0,"49A",54,1,413,313.5
"1388",0,0,"49A",54,2,0,0
"1389",0,0,"49A",54,3,0,0
"1390",0,0,"49A",54,4,0,0
"1391",0,0,"49A",54,5,1,0
"1392",0,0,"49A",54,6,2,0
"1393",0,0,"49A",54,7,2,0
"1394",0,0,"49A",54,8,2,0
"1395",0,0,"49A",54,9,0,0
"1396",0,0,"49A",54,10,248,334
"1397",0,0,"49A",54,9999,24,42
"1398",0,0,"49B",54,1,56,42
"1399",0,0,"49B",54,2,0,0
"1400",0,0,"49B",54,3,0,0
"1401",0,0,"49B",54,4,0,0
"1402",0,0,"49B",54,5,0,0
"1403",0,0,"49B",54,6,0,0
"1404",0,0,"49B",54,7,0,0
"1405",0,0,"49B",54,8,0,0
"1406",0,0,"49B",54,9,0,0
"1407",0,0,"49B",54,10,46,52
"1408",0,0,"49B",54,9999,3,11
"1409",0,0,"49C",54,1,80,74
"1410",0,0,"49C",54,2,0,0
"1411",0,0,"49C",54,3,0,0
"1412",0,0,"49C",54,4,0,0
"1413",0,0,"49C",54,5,0,0
"1414",0,0,"49C",54,6,0,0
"1415",0,0,"49C",54,7,0,0
"1416",0,0,"49C",54,8,0,0
"1417",0,0,"49C",54,9,0,0
"1418",0,0,"49C",54,10,26,28.5
"1419",0,0,"49C",54,9999,3,6.5
"1420",0,0,"49D",54,1,83,63
"1421",0,0,"49D",54,2,0,0
"1422",0,0,"49D",54,3,0,0
"1423",0,0,"49D",54,4,0,0
"1424",0,0,"49D",54,5,0,0
"1425",0,0,"49D",54,6,0,0
"1426",0,0,"49D",54,7,0,0
"1427",0,0,"49D",54,8,0,0
"1428",0,0,"49D",54,9,0,0
"1429",0,0,"49D",54,10,91,109.5
"1430",0,0,"49D",54,9999,4,5.5
"1431",0,0,"49E",54,1,130,113
"1432",0,0,"49E",54,2,1,0
"1433",0,0,"49E",54,3,1,0
"1434",0,0,"49E",54,4,0,0
"1435",0,0,"49E",54,5,0,0
"1436",0,0,"49E",54,6,0,0
"1437",0,0,"49E",54,7,0,0
"1438",0,0,"49E",54,8,0,0
"1439",0,0,"49E",54,9,0,0
"1440",0,0,"49E",54,10,45,61.5
"1441",0,0,"49E",54,9999,3,5.5
"1442",0,0,"49F",54,1,98,87.5
"1443",0,0,"49F",54,2,0,0
"1444",0,0,"49F",54,3,0,0
"1445",0,0,"49F",54,4,0,0
"1446",0,0,"49F",54,5,1,0
"1447",0,0,"49F",54,6,2,0
"1448",0,0,"49F",54,7,0,0
"1449",0,0,"49F",54,8,0,0
"1450",0,0,"49F",54,9,0,0
"1451",0,0,"49F",54,10,47,57
"1452",0,0,"49F",54,9999,4,7.5
"1453",0,0,"49G",54,1,236,191
"1454",0,0,"49G",54,2,0,0
"1455",0,0,"49G",54,3,0,0
"1456",0,0,"49G",54,4,0,0
"1457",0,0,"49G",54,5,0,0
"1458",0,0,"49G",54,6,1,0
"1459",0,0,"49G",54,7,0,0
"1460",0,0,"49G",54,8,2,0
"1461",0,0,"49G",54,9,0,0
"1462",0,0,"49G",54,10,52,66.5
"1463",0,0,"49G",54,9999,10,43.5
"1464",0,0,"49H",54,1,31,25.5
"1465",0,0,"49H",54,2,0,0
"1466",0,0,"49H",54,3,0,0
"1467",0,0,"49H",54,4,0,0
"1468",0,0,"49H",54,5,1,0
"1469",0,0,"49H",54,6,1,0
"1470",0,0,"49H",54,7,0,0
"1471",0,0,"49H",54,8,0,0
"1472",0,0,"49H",54,9,0,0
"1473",0,0,"49H",54,10,59,61.5
"1474",0,0,"49H",54,9999,5,10
"1475",0,0,"49I",54,1,56,40
"1476",0,0,"49I",54,2,0,0
"1477",0,0,"49I",54,3,0,0
"1478",0,0,"49I",54,4,0,0
"1479",0,0,"49I",54,5,0,0
"1480",0,0,"49I",54,6,0,0
"1481",0,0,"49I",54,7,1,0
"1482",0,0,"49I",54,8,0,0
"1483",0,0,"49I",54,9,0,0
"1484",0,0,"49I",54,10,47,59.5
"1485",0,0,"49I",54,9999,12,15.5
"1486",0,0,"49J",54,1,139,119
"1487",0,0,"49J",54,2,0,0
"1488",0,0,"49J",54,3,0,0
"1489",0,0,"49J",54,4,0,0
"1490",0,0,"49J",54,5,1,0
"1491",0,0,"49J",54,6,0,0
"1492",0,0,"49J",54,7,0,0
"1493",0,0,"49J",54,8,1,0
"1494",0,0,"49J",54,9,0,0
"1495",0,0,"49J",54,10,175,186
"1496",0,0,"49J",54,9999,7,18
"1497",0,0,"49K",54,1,77,62
"1498",0,0,"49K",54,2,0,0
"1499",0,0,"49K",54,3,1,0
"1500",0,0,"49K",54,4,0,0
"1501",0,0,"49K",54,5,0,0
"1502",0,0,"49K",54,6,0,0
"1503",0,0,"49K",54,7,0,0
"1504",0,0,"49K",54,8,0,0
"1505",0,0,"49K",54,9,0,0
"1506",0,0,"49K",54,10,56,67.5
"1507",0,0,"49K",54,9999,6,10.5
"4006",0,1,"49A",54,1,7,2
"4007",0,1,"49A",54,2,2,0
"4008",0,1,"49A",54,3,649,667.5
"4009",0,1,"49A",54,4,46,34.5
"4010",0,1,"49A",54,5,3,0
"4011",0,1,"49A",54,6,1,0
"4012",0,1,"49A",54,7,0,0
"4013",0,1,"49A",54,8,2,0
"4014",0,1,"49A",54,9999,3,3
"4015",0,1,"49B",54,1,0,0
"4016",0,1,"49B",54,2,0,0
"4017",0,1,"49B",54,3,69,72
"4018",0,1,"49B",54,4,4,2
"4019",0,1,"49B",54,5,0,0
"4020",0,1,"49B",54,6,1,0
"4021",0,1,"49B",54,7,0,0
"4022",0,1,"49B",54,8,1,0
"4023",0,1,"49B",54,9999,0,0
"4024",0,1,"49C",54,1,1,0
"4025",0,1,"49C",54,2,0,0
"4026",0,1,"49C",54,3,61,68
"4027",0,1,"49C",54,4,1,0
"4028",0,1,"49C",54,5,0,0
"4029",0,1,"49C",54,6,0,0
"4030",0,1,"49C",54,7,0,0
"4031",0,1,"49C",54,8,0,0
"4032",0,1,"49C",54,9999,0,0
"4033",0,1,"49D",54,1,1,1
"4034",0,1,"49D",54,2,0,0
"4035",0,1,"49D",54,3,112,112
"4036",0,1,"49D",54,4,0,0
"4037",0,1,"49D",54,5,0,0
"4038",0,1,"49D",54,6,0,0
"4039",0,1,"49D",54,7,1,0
"4040",0,1,"49D",54,8,0,0
"4041",0,1,"49D",54,9999,5,6
"4042",0,1,"49E",54,1,1,0
"4043",0,1,"49E",54,2,0,0
"4044",0,1,"49E",54,3,139,143
"4045",0,1,"49E",54,4,8,4.5
"4046",0,1,"49E",54,5,0,0
"4047",0,1,"49E",54,6,1,0
"4048",0,1,"49E",54,7,0,0
"4049",0,1,"49E",54,8,0,0
"4050",0,1,"49E",54,9999,0,0
"4051",0,1,"49F",54,1,0,0
"4052",0,1,"49F",54,2,0,0
"4053",0,1,"49F",54,3,140,142
"4054",0,1,"49F",54,4,5,3
"4055",0,1,"49F",54,5,0,0
"4056",0,1,"49F",54,6,0,0
"4057",0,1,"49F",54,7,0,0
"4058",0,1,"49F",54,8,0,0
"4059",0,1,"49F",54,9999,4,4
"4060",0,1,"49G",54,1,0,0
"4061",0,1,"49G",54,2,0,0
"4062",0,1,"49G",54,3,233,236.5
"4063",0,1,"49G",54,4,9,8
"4064",0,1,"49G",54,5,0,0
"4065",0,1,"49G",54,6,2,0
"4066",0,1,"49G",54,7,0,0
"4067",0,1,"49G",54,8,1,0
"4068",0,1,"49G",54,9999,0,0
"4069",0,1,"49H",54,1,0,0
"4070",0,1,"49H",54,2,0,0
"4071",0,1,"49H",54,3,91,92
"4072",0,1,"49H",54,4,6,5
"4073",0,1,"49H",54,5,0,0
"4074",0,1,"49H",54,6,0,0
"4075",0,1,"49H",54,7,0,0
"4076",0,1,"49H",54,8,2,0
"4077",0,1,"49H",54,9999,2,0
"4078",0,1,"49I",54,1,4,3
"4079",0,1,"49I",54,2,0,0
"4080",0,1,"49I",54,3,91,92
"4081",0,1,"49I",54,4,1,0
"4082",0,1,"49I",54,5,0,0
"4083",0,1,"49I",54,6,0,0
"4084",0,1,"49I",54,7,0,0
"4085",0,1,"49I",54,8,1,0
"4086",0,1,"49I",54,9999,0,0
"4087",0,1,"49J",54,1,2,2
"4088",0,1,"49J",54,2,0,0
"4089",0,1,"49J",54,3,305,306.5
"4090",0,1,"49J",54,4,4,6
"4091",0,1,"49J",54,5,0,0
"4092",0,1,"49J",54,6,0,0
"4093",0,1,"49J",54,7,0,0
"4094",0,1,"49J",54,8,0,0
"4095",0,1,"49J",54,9999,1,2
"4096",0,1,"49K",54,1,0,0
"4097",0,1,"49K",54,2,1,0
"4098",0,1,"49K",54,3,126,127
"4099",0,1,"49K",54,4,4,3
"4100",0,1,"49K",54,5,0,0
"4101",0,1,"49K",54,6,0,0
"4102",0,1,"49K",54,7,1,0
"4103",0,1,"49K",54,8,0,0
"4104",0,1,"49K",54,9999,1,1
"2498",0,0,"85A",55,1,328,366
"2499",0,0,"85A",55,2,1,0
"2500",0,0,"85A",55,3,25,41
"2501",0,0,"85A",55,4,1,9
"2502",0,0,"85A",55,5,2,0
"2503",0,0,"85A",55,6,1,0
"2504",0,0,"85A",55,7,3,0
"2505",0,0,"85A",55,8,1,0
"2506",0,0,"85A",55,9,1,0
"2507",0,0,"85A",55,10,227,158
"2508",0,0,"85A",55,9999,19,35
"2509",0,0,"85B",55,1,56,63
"2510",0,0,"85B",55,2,0,0
"2511",0,0,"85B",55,3,7,7
"2512",0,0,"85B",55,4,1,3
"2513",0,0,"85B",55,5,1,0
"2514",0,0,"85B",55,6,0,0
"2515",0,0,"85B",55,7,0,0
"2516",0,0,"85B",55,8,0,0
"2517",0,0,"85B",55,9,0,0
"2518",0,0,"85B",55,10,27,17
"2519",0,0,"85B",55,9999,2,3
"2520",0,0,"86A",55,1,466,471
"2521",0,0,"86A",55,2,0,0
"2522",0,0,"86A",55,3,6,31
"2523",0,0,"86A",55,4,0,0
"2524",0,0,"86A",55,5,3,0
"2525",0,0,"86A",55,6,0,0
"2526",0,0,"86A",55,7,2,0
"2527",0,0,"86A",55,8,1,0
"2528",0,0,"86A",55,9,0,0
"2529",0,0,"86A",55,10,99,70
"2530",0,0,"86A",55,9999,20,25
"2531",0,0,"87A",55,1,279,270
"2532",0,0,"87A",55,2,0,0
"2533",0,0,"87A",55,3,7,13
"2534",0,0,"87A",55,4,0,0
"2535",0,0,"87A",55,5,0,0
"2536",0,0,"87A",55,6,0,0
"2537",0,0,"87A",55,7,0,0
"2538",0,0,"87A",55,8,1,0
"2539",0,0,"87A",55,9,0,0
"2540",0,0,"87A",55,10,44,41
"2541",0,0,"87A",55,9999,5,12
"4915",0,1,"85A",55,1,39,36
"4916",0,1,"85A",55,2,1,0
"4917",0,1,"85A",55,3,511,538
"4918",0,1,"85A",55,4,86,17
"4919",0,1,"85A",55,5,3,0
"4920",0,1,"85A",55,6,4,0
"4921",0,1,"85A",55,7,5,35
"4922",0,1,"85A",55,8,1,0
"4923",0,1,"85A",55,9999,5,19
"4924",0,1,"85B",55,1,13,7
"4925",0,1,"85B",55,2,0,0
"4926",0,1,"85B",55,3,55,64
"4927",0,1,"85B",55,4,12,0
"4928",0,1,"85B",55,5,0,0
"4929",0,1,"85B",55,6,0,0
"4930",0,1,"85B",55,7,1,2
"4931",0,1,"85B",55,8,0,0
"4932",0,1,"85B",55,9999,0,0
"4933",0,1,"86A",55,1,49,42
"4934",0,1,"86A",55,2,1,0
"4935",0,1,"86A",55,3,509,534
"4936",0,1,"86A",55,4,14,3
"4937",0,1,"86A",55,5,0,0
"4938",0,1,"86A",55,6,1,0
"4939",0,1,"86A",55,7,1,1
"4940",0,1,"86A",55,8,0,0
"4941",0,1,"86A",55,9999,4,4
"4942",0,1,"87A",55,1,16,12
"4943",0,1,"87A",55,2,0,0
"4944",0,1,"87A",55,3,348,359
"4945",0,1,"87A",55,4,8,1
"4946",0,1,"87A",55,5,0,0
"4947",0,1,"87A",55,6,1,0
"4948",0,1,"87A",55,7,0,0
"4949",0,1,"87A",55,8,0,0
"4950",0,1,"87A",55,9999,2,2
"1068",0,0,"43A",56,1,4661,5356
"1069",0,0,"43A",56,2,33,0
"1070",0,0,"43A",56,3,416,727
"1071",0,0,"43A",56,4,42,45.5
"1072",0,0,"43A",56,5,76,26
"1073",0,0,"43A",56,6,157,0
"1074",0,0,"43A",56,7,29,31
"1075",0,0,"43A",56,8,403,457
"1076",0,0,"43A",56,9,40,0
"1077",0,0,"43A",56,10,13075,10552.5
"1078",0,0,"43A",56,9999,1850,3632.5
"1079",0,0,"43B",56,1,284,356.5
"1080",0,0,"43B",56,2,0,0
"1081",0,0,"43B",56,3,18,41
"1082",0,0,"43B",56,4,1,2
"1083",0,0,"43B",56,5,4,0.5
"1084",0,0,"43B",56,6,11,0
"1085",0,0,"43B",56,7,0,0
"1086",0,0,"43B",56,8,27,31.5
"1087",0,0,"43B",56,9,1,0
"1088",0,0,"43B",56,10,864,627
"1089",0,0,"43B",56,9999,115,267.5
"1090",0,0,"43C",56,1,653,702
"1091",0,0,"43C",56,2,7,0
"1092",0,0,"43C",56,3,50,83
"1093",0,0,"43C",56,4,6,5.5
"1094",0,0,"43C",56,5,13,4.5
"1095",0,0,"43C",56,6,12,0
"1096",0,0,"43C",56,7,0,0
"1097",0,0,"43C",56,8,49,51.5
"1098",0,0,"43C",56,9,5,0
"1099",0,0,"43C",56,10,1734,1410.5
"1100",0,0,"43C",56,9999,203,478
"1101",0,0,"43D",56,1,43,43.5
"1102",0,0,"43D",56,2,0,0
"1103",0,0,"43D",56,3,2,2
"1104",0,0,"43D",56,4,1,1
"1105",0,0,"43D",56,5,0,0
"1106",0,0,"43D",56,6,0,0
"1107",0,0,"43D",56,7,0,0
"1108",0,0,"43D",56,8,1,1
"1109",0,0,"43D",56,9,0,0
"1110",0,0,"43D",56,10,97,95
"1111",0,0,"43D",56,9999,20,22.5
"1112",0,0,"43E",56,1,682,691
"1113",0,0,"43E",56,2,6,0
"1114",0,0,"43E",56,3,8,15.5
"1115",0,0,"43E",56,4,5,6
"1116",0,0,"43E",56,5,12,6
"1117",0,0,"43E",56,6,6,0
"1118",0,0,"43E",56,7,2,2
"1119",0,0,"43E",56,8,25,31
"1120",0,0,"43E",56,9,0,0
"1121",0,0,"43E",56,10,1546,1449.5
"1122",0,0,"43E",56,9999,244,336
"1123",0,0,"43F",56,1,291,295.5
"1124",0,0,"43F",56,2,3,0
"1125",0,0,"43F",56,3,7,10
"1126",0,0,"43F",56,4,1,1
"1127",0,0,"43F",56,5,1,0.5
"1128",0,0,"43F",56,6,2,0
"1129",0,0,"43F",56,7,3,3
"1130",0,0,"43F",56,8,3,3
"1131",0,0,"43F",56,9,1,0
"1132",0,0,"43F",56,10,291,275.5
"1133",0,0,"43F",56,9999,51,65.5
"3745",0,1,"43A",56,1,1417,1265.5
"3746",0,1,"43A",56,2,23,0
"3747",0,1,"43A",56,3,12619,11762
"3748",0,1,"43A",56,4,5527,5169.5
"3749",0,1,"43A",56,5,48,48
"3750",0,1,"43A",56,6,458,490.5
"3751",0,1,"43A",56,7,276,316
"3752",0,1,"43A",56,8,70,33
"3753",0,1,"43A",56,9999,167,245.5
"3754",0,1,"43B",56,1,63,56
"3755",0,1,"43B",56,2,3,0
"3756",0,1,"43B",56,3,710,628
"3757",0,1,"43B",56,4,315,332.5
"3758",0,1,"43B",56,5,4,3.5
"3759",0,1,"43B",56,6,25,29
"3760",0,1,"43B",56,7,19,24.5
"3761",0,1,"43B",56,8,5,2
"3762",0,1,"43B",56,9999,4,4
"3763",0,1,"43C",56,1,193,165
"3764",0,1,"43C",56,2,3,0
"3765",0,1,"43C",56,3,1904,1782.5
"3766",0,1,"43C",56,4,819,761
"3767",0,1,"43C",56,5,3,2.5
"3768",0,1,"43C",56,6,63,68
"3769",0,1,"43C",56,7,37,37.5
"3770",0,1,"43C",56,8,7,3.5
"3771",0,1,"43C",56,9999,14,12.5
"3772",0,1,"43D",56,1,5,5
"3773",0,1,"43D",56,2,0,0
"3774",0,1,"43D",56,3,107,106.5
"3775",0,1,"43D",56,4,22,17
"3776",0,1,"43D",56,5,0,0
"3777",0,1,"43D",56,6,0,0
"3778",0,1,"43D",56,7,0,0
"3779",0,1,"43D",56,8,0,0
"3780",0,1,"43D",56,9999,1,1
"3781",0,1,"43E",56,1,228,220
"3782",0,1,"43E",56,2,16,0
"3783",0,1,"43E",56,3,2079,1986.5
"3784",0,1,"43E",56,4,521,533.5
"3785",0,1,"43E",56,5,1,2
"3786",0,1,"43E",56,6,34,29.5
"3787",0,1,"43E",56,7,15,21
"3788",0,1,"43E",56,8,5,1.5
"3789",0,1,"43E",56,9999,24,35
"3790",0,1,"43F",56,1,156,152.5
